user_id,job_role,company_remote,salary_usd,location,nomad_visa,productivity,burnout_level,timestamp
DN-2023-0744,UX Designer,Y,85225,"Dubai, UAE",Y,4,6,2025-01-13
DN-2023-0745,UX Designer,Y,92237,"Bangkok, Thailand",N,4,2,2025-01-14
DN-2023-0746,Software Developer,N,119417,"Tallinn, Estonia",Y,10,4,2025-01-15
DN-2023-0747,SEO Specialist,Y,88915,"Mexico City, Mexico",Y,7,5,2025-01-16
DN-2023-0748,UX Designer,N,98148,"Tallinn, Estonia",Y,6,4,2025-01-17
DN-2023-0749,UX Designer,Y,74445,"Mexico City, Mexico",Y,10,2,2025-01-18
DN-2023-0750,Product Manager,Y,119506,"Tallinn, Estonia",Y,9,4,2025-01-19
DN-2023-0751,Product Manager,Y,69608,"Berlin, Germany",Y,10,4,2025-01-20
DN-2023-0752,Software Developer,Y,88449,"Barcelona, Spain",N,7,2,2025-01-21
DN-2023-0753,SEO Specialist,N,81673,"Bangkok, Thailand",Y,6,4,2025-01-22
DN-2023-0754,DevOps Engineer,Y,118604,"Mexico City, Mexico",N,6,6,2025-01-23
DN-2023-0755,Product Manager,Y,99105,"Bangkok, Thailand",N,8,3,2025-01-24
DN-2023-0756,DevOps Engineer,Y,84934,"Lisbon, Portugal",N,5,6,2025-01-25
DN-2023-0757,Data Scientist,Y,81292,"Tallinn, Estonia",N,9,4,2025-01-26
DN-2023-0758,Product Manager,Y,107529,"Dubai, UAE",Y,6,1,2025-01-27
DN-2023-0759,Content Creator,Y,70918,"Bali, Indonesia",Y,7,1,2025-01-28
DN-2023-0760,SEO Specialist,Y,64830,"Lisbon, Portugal",N,5,3,2025-01-29
DN-2023-0761,Software Developer,N,81837,"Ho Chi Minh City, Vietnam",N,7,4,2025-01-30
DN-2023-0762,Data Scientist,Y,105762,"Medellin, Colombia",N,6,5,2025-01-31
DN-2023-0763,SEO Specialist,Y,47460,"Bali, Indonesia",N,6,4,2025-02-01
DN-2023-0764,Content Creator,Y,68053,"Berlin, Germany",N,10,1,2025-02-02
DN-2023-0765,SEO Specialist,N,99467,"Tallinn, Estonia",Y,5,2,2025-02-03
DN-2023-0766,Content Creator,Y,74688,"Barcelona, Spain",N,4,3,2025-02-04
DN-2023-0767,Content Creator,Y,52024,"Berlin, Germany",Y,5,2,2025-02-05
DN-2023-0768,DevOps Engineer,Y,95176,"Mexico City, Mexico",Y,4,5,2025-02-06
DN-2023-0769,Graphic Designer,N,74009,"Bali, Indonesia",Y,9,4,2025-02-07
DN-2023-0770,Data Scientist,Y,112594,"Medellin, Colombia",Y,6,5,2025-02-08
DN-2023-0771,SEO Specialist,N,97441,"Dubai, UAE",Y,10,2,2025-02-09
DN-2023-0772,Digital Marketer,Y,49688,"Barcelona, Spain",N,8,4,2025-02-10
DN-2023-0773,Data Scientist,Y,92687,"Bangkok, Thailand",N,7,6,2025-02-11
DN-2023-0774,Graphic Designer,N,96068,"Tallinn, Estonia",N,6,6,2025-02-12
DN-2023-0775,Data Scientist,Y,109575,"Mexico City, Mexico",Y,5,5,2025-02-13
DN-2023-0776,UX Designer,N,112761,"Tallinn, Estonia",N,4,6,2025-02-14
DN-2023-0777,Digital Marketer,N,110947,"Berlin, Germany",Y,7,6,2025-02-15
DN-2023-0778,Graphic Designer,N,85798,"Bali, Indonesia",N,4,1,2025-02-16
DN-2023-0779,DevOps Engineer,Y,102405,"Berlin, Germany",Y,4,6,2025-02-17
DN-2023-0780,SEO Specialist,N,99481,"Bali, Indonesia",Y,4,1,2025-02-18
DN-2023-0781,Data Analyst,Y,84259,"Dubai, UAE",Y,4,3,2025-02-19
DN-2023-0782,Graphic Designer,N,64069,"Medellin, Colombia",N,4,1,2025-02-20
DN-2023-0783,Software Developer,Y,93895,"Bangkok, Thailand",Y,4,1,2025-02-21
DN-2023-0784,SEO Specialist,N,76538,"Dubai, UAE",Y,10,2,2025-02-22
DN-2023-0785,Graphic Designer,Y,93224,"Lisbon, Portugal",Y,7,1,2025-02-23
DN-2023-0786,UX Designer,Y,60825,"Medellin, Colombia",Y,7,1,2025-02-24
DN-2023-0787,Data Analyst,Y,86605,"Dubai, UAE",N,10,2,2025-02-25
DN-2023-0788,UX Designer,N,118331,"Barcelona, Spain",Y,8,1,2025-02-26
DN-2023-0789,Data Analyst,Y,75703,"Tallinn, Estonia",Y,6,6,2025-02-27
DN-2023-0790,Software Developer,Y,57163,"Berlin, Germany",Y,9,1,2025-02-28
DN-2023-0791,SEO Specialist,N,113422,"Medellin, Colombia",Y,10,3,2025-03-01
DN-2023-0792,DevOps Engineer,Y,99873,"Barcelona, Spain",Y,5,1,2025-03-02
DN-2023-0793,UX Designer,Y,86640,"Berlin, Germany",N,9,1,2025-03-03
DN-2023-0794,UX Designer,Y,77033,"Lisbon, Portugal",Y,10,3,2025-03-04
DN-2023-0795,Content Creator,Y,90794,"Ho Chi Minh City, Vietnam",Y,7,2,2025-03-05
DN-2023-0796,Data Analyst,Y,37283,"Medellin, Colombia",Y,4,6,2025-03-06
DN-2023-0797,Product Manager,Y,103978,"Barcelona, Spain",Y,5,1,2025-03-07
DN-2023-0798,SEO Specialist,Y,105767,"Berlin, Germany",Y,3,6,2025-03-08
DN-2023-0799,Data Analyst,Y,81286,"Berlin, Germany",Y,8,5,2025-03-09
DN-2023-0800,Content Creator,N,75722,"Dubai, UAE",Y,3,6,2025-03-10
DN-2023-0801,Data Scientist,Y,84728,"Bali, Indonesia",Y,10,2,2025-03-11
DN-2023-0802,Data Analyst,Y,72372,"Dubai, UAE",N,4,2,2025-03-12
DN-2023-0803,DevOps Engineer,N,55875,"Barcelona, Spain",N,9,1,2025-03-13
DN-2023-0804,SEO Specialist,Y,59068,"Mexico City, Mexico",N,7,3,2025-03-14
DN-2023-0805,Content Creator,Y,50898,"Tallinn, Estonia",Y,9,2,2025-03-15
DN-2023-0806,Data Scientist,N,112059,"Medellin, Colombia",N,7,3,2025-03-16
DN-2023-0807,Digital Marketer,N,68573,"Dubai, UAE",N,9,5,2025-03-17
DN-2023-0808,Content Creator,N,55320,"Berlin, Germany",N,5,3,2025-03-18
DN-2023-0809,Digital Marketer,N,79686,"Berlin, Germany",Y,7,4,2025-03-19
DN-2023-0810,SEO Specialist,N,71530,"Ho Chi Minh City, Vietnam",Y,7,3,2025-03-20
DN-2023-0811,UX Designer,Y,84527,"Medellin, Colombia",Y,9,2,2025-03-21
DN-2023-0812,Content Creator,N,77046,"Ho Chi Minh City, Vietnam",Y,6,3,2025-03-22
DN-2023-0813,Software Developer,Y,95535,"Tallinn, Estonia",Y,5,3,2025-03-23
DN-2023-0814,Digital Marketer,N,93055,"Lisbon, Portugal",N,10,4,2025-03-24
DN-2023-0815,DevOps Engineer,Y,98340,"Dubai, UAE",N,5,4,2025-03-25
DN-2023-0816,Software Developer,Y,72686,"Bangkok, Thailand",Y,10,1,2025-03-26
DN-2023-0817,Graphic Designer,Y,57133,"Barcelona, Spain",Y,6,2,2025-03-27
DN-2023-0818,Graphic Designer,N,55067,"Barcelona, Spain",Y,9,1,2025-03-28
DN-2023-0819,Data Scientist,Y,73912,"Lisbon, Portugal",Y,9,4,2025-03-29
DN-2023-0820,UX Designer,N,92274,"Medellin, Colombia",Y,5,3,2025-03-30
DN-2023-0821,SEO Specialist,N,72173,"Dubai, UAE",Y,9,4,2025-03-31
DN-2023-0822,Content Creator,Y,86618,"Tallinn, Estonia",Y,8,5,2025-04-01
DN-2023-0823,Product Manager,N,95100,"Bali, Indonesia",N,8,3,2025-04-02
DN-2023-0824,DevOps Engineer,N,145237,"Ho Chi Minh City, Vietnam",Y,10,1,2025-04-03
DN-2023-0825,Digital Marketer,Y,90521,"Lisbon, Portugal",Y,6,3,2025-04-04
DN-2023-0826,SEO Specialist,Y,63811,"Bali, Indonesia",Y,7,5,2025-04-05
DN-2023-0827,Software Developer,Y,77971,"Ho Chi Minh City, Vietnam",Y,8,4,2025-04-06
DN-2023-0828,Graphic Designer,Y,36853,"Lisbon, Portugal",Y,10,2,2025-04-07
DN-2023-0829,DevOps Engineer,Y,90513,"Barcelona, Spain",N,8,6,2025-04-08
DN-2023-0830,Product Manager,N,87496,"Barcelona, Spain",Y,6,2,2025-04-09
DN-2023-0831,Content Creator,Y,45723,"Berlin, Germany",Y,10,2,2025-04-10
DN-2023-0832,Data Scientist,N,132532,"Ho Chi Minh City, Vietnam",N,10,4,2025-04-11
DN-2023-0833,Product Manager,Y,119527,"Bangkok, Thailand",Y,8,2,2025-04-12
DN-2023-0834,DevOps Engineer,Y,118872,"Tallinn, Estonia",Y,4,5,2025-04-13
DN-2023-0835,Product Manager,N,126248,"Mexico City, Mexico",Y,6,4,2025-04-14
DN-2023-0836,DevOps Engineer,N,66363,"Medellin, Colombia",N,5,2,2025-04-15
DN-2023-0837,DevOps Engineer,Y,85525,"Medellin, Colombia",Y,9,6,2025-04-16
DN-2023-0838,Data Analyst,Y,72478,"Ho Chi Minh City, Vietnam",Y,8,1,2025-04-17
DN-2023-0839,Digital Marketer,Y,41225,"Lisbon, Portugal",N,5,4,2025-04-18
DN-2023-0840,Graphic Designer,Y,54537,"Lisbon, Portugal",Y,6,4,2025-04-19
DN-2023-0841,Data Analyst,Y,68387,"Mexico City, Mexico",Y,8,3,2025-04-20
DN-2023-0842,Content Creator,Y,65356,"Tallinn, Estonia",Y,5,2,2025-04-21
DN-2023-0843,Data Analyst,Y,117583,"Dubai, UAE",N,7,1,2025-04-22
DN-2023-0844,UX Designer,N,79582,"Tallinn, Estonia",N,9,6,2025-04-23
DN-2023-0845,UX Designer,Y,74277,"Dubai, UAE",N,7,5,2025-04-24
DN-2023-0846,Graphic Designer,Y,53997,"Mexico City, Mexico",N,4,4,2025-04-25
DN-2023-0847,Product Manager,Y,102335,"Dubai, UAE",N,9,5,2025-04-26
DN-2023-0848,Digital Marketer,N,58522,"Bangkok, Thailand",N,6,5,2025-04-27
DN-2023-0849,Graphic Designer,N,94337,"Berlin, Germany",N,9,5,2025-04-28
DN-2023-0850,DevOps Engineer,Y,92090,"Tallinn, Estonia",Y,9,3,2025-04-29
DN-2023-0851,Software Developer,N,79306,"Dubai, UAE",Y,5,5,2025-04-30
DN-2023-0852,Digital Marketer,Y,98407,"Barcelona, Spain",Y,4,2,2025-05-01
DN-2023-0853,Digital Marketer,Y,61560,"Bangkok, Thailand",Y,6,2,2025-05-02
DN-2023-0854,DevOps Engineer,Y,101936,"Tallinn, Estonia",N,7,1,2025-05-03
DN-2023-0855,DevOps Engineer,Y,128427,"Dubai, UAE",Y,9,1,2025-05-04
DN-2023-0856,Data Scientist,N,99229,"Barcelona, Spain",Y,4,6,2025-05-05
DN-2023-0857,Graphic Designer,N,106530,"Mexico City, Mexico",Y,9,5,2025-05-06
DN-2023-0858,DevOps Engineer,Y,100317,"Mexico City, Mexico",N,8,5,2025-05-07
DN-2023-0859,UX Designer,Y,83820,"Ho Chi Minh City, Vietnam",N,7,3,2025-05-08
DN-2023-0860,Content Creator,Y,84995,"Medellin, Colombia",Y,9,5,2025-05-09
DN-2023-0861,Software Developer,Y,111489,"Bali, Indonesia",Y,8,5,2025-05-10
DN-2023-0862,Graphic Designer,Y,67508,"Barcelona, Spain",Y,8,5,2025-05-11
DN-2023-0863,SEO Specialist,Y,94979,"Ho Chi Minh City, Vietnam",Y,5,4,2025-05-12
DN-2023-0864,UX Designer,Y,106848,"Bangkok, Thailand",Y,5,4,2025-05-13
DN-2023-0865,Product Manager,Y,61305,"Dubai, UAE",N,8,3,2025-05-14
DN-2023-0866,DevOps Engineer,Y,53947,"Tallinn, Estonia",Y,4,3,2025-05-15
DN-2023-0867,SEO Specialist,Y,78060,"Lisbon, Portugal",Y,9,2,2025-05-16
DN-2023-0868,DevOps Engineer,N,59308,"Barcelona, Spain",Y,8,3,2025-05-17
DN-2023-0869,Digital Marketer,Y,72983,"Bali, Indonesia",Y,7,6,2025-05-18
DN-2023-0870,UX Designer,N,94916,"Lisbon, Portugal",Y,5,2,2025-05-19
DN-2023-0871,Digital Marketer,Y,73742,"Berlin, Germany",Y,9,5,2025-05-20
DN-2023-0872,Data Scientist,N,101862,"Bali, Indonesia",Y,6,3,2025-05-21
DN-2023-0873,Digital Marketer,N,59967,"Ho Chi Minh City, Vietnam",N,6,6,2025-05-22
DN-2023-0874,Data Scientist,Y,113766,"Bali, Indonesia",Y,5,3,2025-05-23
DN-2023-0875,Data Scientist,Y,69772,"Dubai, UAE",Y,9,3,2025-05-24
DN-2023-0876,SEO Specialist,N,41736,"Tallinn, Estonia",Y,9,2,2025-05-25
DN-2023-0877,DevOps Engineer,Y,81921,"Bangkok, Thailand",N,10,2,2025-05-26
DN-2023-0878,Product Manager,Y,116781,"Lisbon, Portugal",Y,4,1,2025-05-27
DN-2023-0879,Digital Marketer,Y,73437,"Bali, Indonesia",N,7,2,2025-05-28
DN-2023-0880,UX Designer,Y,51034,"Dubai, UAE",N,5,2,2025-05-29
DN-2023-0881,Data Scientist,Y,97462,"Mexico City, Mexico",Y,5,4,2025-05-30
DN-2023-0882,DevOps Engineer,N,106519,"Bali, Indonesia",N,6,3,2025-05-31
DN-2023-0883,Software Developer,Y,73626,"Bali, Indonesia",N,10,2,2025-06-01
DN-2023-0884,Graphic Designer,Y,59169,"Medellin, Colombia",Y,10,3,2025-06-02
DN-2023-0885,SEO Specialist,N,89721,"Lisbon, Portugal",N,4,3,2025-06-03
DN-2023-0886,Product Manager,Y,53735,"Medellin, Colombia",Y,10,4,2025-06-04
DN-2023-0887,Data Analyst,N,68333,"Medellin, Colombia",Y,4,3,2025-06-05
DN-2023-0888,SEO Specialist,Y,48506,"Tallinn, Estonia",N,8,6,2025-06-06
DN-2023-0889,Software Developer,Y,96271,"Dubai, UAE",N,9,2,2025-06-07
DN-2023-0890,Graphic Designer,N,75393,"Medellin, Colombia",N,5,3,2025-06-08
DN-2023-0891,Software Developer,Y,82865,"Bali, Indonesia",Y,6,1,2025-06-09
DN-2023-0892,Digital Marketer,N,56086,"Ho Chi Minh City, Vietnam",Y,5,1,2025-06-10
DN-2023-0893,Data Scientist,N,125246,"Ho Chi Minh City, Vietnam",Y,10,4,2025-06-11
DN-2023-0894,Product Manager,N,142205,"Mexico City, Mexico",Y,7,6,2025-06-12
DN-2023-0895,Content Creator,Y,72412,"Ho Chi Minh City, Vietnam",Y,9,2,2025-06-13
DN-2023-0896,Data Scientist,N,104671,"Mexico City, Mexico",Y,8,4,2025-06-14
DN-2023-0897,Content Creator,Y,73366,"Ho Chi Minh City, Vietnam",Y,10,1,2025-06-15
DN-2023-0898,Graphic Designer,Y,67683,"Berlin, Germany",Y,5,6,2025-06-16
DN-2023-0899,DevOps Engineer,N,130048,"Mexico City, Mexico",Y,5,2,2025-06-17
DN-2023-0900,Data Analyst,Y,88266,"Barcelona, Spain",N,9,3,2025-06-18
DN-2023-0901,UX Designer,N,75579,"Lisbon, Portugal",N,6,2,2025-06-19
DN-2023-0902,Data Scientist,N,88159,"Lisbon, Portugal",Y,5,5,2025-06-20
DN-2023-0903,Product Manager,N,86404,"Lisbon, Portugal",N,5,2,2025-06-21
DN-2023-0904,Software Developer,Y,81645,"Dubai, UAE",N,8,3,2025-06-22
DN-2023-0905,Product Manager,N,87853,"Tallinn, Estonia",N,7,5,2025-06-23
DN-2023-0906,Graphic Designer,Y,51472,"Bangkok, Thailand",Y,9,6,2025-06-24
DN-2023-0907,Content Creator,N,70383,"Tallinn, Estonia",Y,4,4,2025-06-25
DN-2023-0908,Software Developer,Y,91934,"Mexico City, Mexico",N,8,6,2025-06-26
DN-2023-0909,UX Designer,Y,81875,"Tallinn, Estonia",Y,4,2,2025-06-27
DN-2023-0910,UX Designer,Y,67028,"Ho Chi Minh City, Vietnam",N,6,4,2025-06-28
DN-2023-0911,Data Scientist,Y,93321,"Mexico City, Mexico",N,4,2,2025-06-29
DN-2023-0912,Graphic Designer,Y,58810,"Tallinn, Estonia",N,8,1,2025-06-30
DN-2023-0913,DevOps Engineer,N,54552,"Tallinn, Estonia",Y,7,1,2025-07-01
DN-2023-0914,Graphic Designer,Y,74397,"Medellin, Colombia",Y,9,3,2025-07-02
DN-2023-0915,Content Creator,Y,69814,"Berlin, Germany",Y,9,6,2025-07-03
DN-2023-0916,Product Manager,Y,86749,"Dubai, UAE",N,5,1,2025-07-04
DN-2023-0917,UX Designer,Y,100235,"Mexico City, Mexico",Y,5,5,2025-07-05
DN-2023-0918,Product Manager,Y,123861,"Bangkok, Thailand",Y,10,5,2025-07-06
DN-2023-0919,Product Manager,Y,114019,"Lisbon, Portugal",Y,8,2,2025-07-07
DN-2023-0920,Product Manager,Y,74837,"Bali, Indonesia",Y,9,4,2025-07-08
DN-2023-0921,UX Designer,Y,63049,"Barcelona, Spain",Y,4,5,2025-07-09
DN-2023-0922,SEO Specialist,Y,101323,"Tallinn, Estonia",Y,10,2,2025-07-10
DN-2023-0923,Digital Marketer,Y,38210,"Lisbon, Portugal",N,5,4,2025-07-11
DN-2023-0924,Content Creator,Y,61002,"Ho Chi Minh City, Vietnam",Y,4,1,2025-07-12
DN-2023-0925,SEO Specialist,N,88797,"Barcelona, Spain",N,8,2,2025-07-13
DN-2023-0926,Content Creator,N,35993,"Berlin, Germany",N,5,4,2025-07-14
DN-2023-0927,Software Developer,Y,76218,"Lisbon, Portugal",N,6,3,2025-07-15
DN-2023-0928,Graphic Designer,N,79271,"Medellin, Colombia",N,6,6,2025-07-16
DN-2023-0929,Graphic Designer,Y,39828,"Lisbon, Portugal",Y,3,6,2025-07-17
DN-2023-0930,Data Analyst,Y,112032,"Berlin, Germany",Y,10,3,2025-07-18
DN-2023-0931,Graphic Designer,N,47843,"Lisbon, Portugal",N,9,5,2025-07-19
DN-2023-0932,UX Designer,Y,90580,"Tallinn, Estonia",Y,3,6,2025-07-20
DN-2023-0933,DevOps Engineer,N,103393,"Lisbon, Portugal",Y,4,4,2025-07-21
DN-2023-0934,Data Scientist,Y,96692,"Medellin, Colombia",Y,4,3,2025-07-22
DN-2023-0935,Data Analyst,Y,48897,"Dubai, UAE",N,10,5,2025-07-23
DN-2023-0936,Data Scientist,Y,124989,"Berlin, Germany",Y,8,2,2025-07-24
DN-2023-0937,Content Creator,N,76136,"Medellin, Colombia",Y,8,2,2025-07-25
DN-2023-0938,Data Scientist,Y,133551,"Mexico City, Mexico",Y,9,4,2025-07-26
DN-2023-0939,Data Scientist,N,65822,"Lisbon, Portugal",N,8,4,2025-07-27
DN-2023-0940,Data Analyst,Y,75612,"Bangkok, Thailand",Y,10,4,2025-07-28
DN-2023-0941,Software Developer,Y,75772,"Lisbon, Portugal",N,8,6,2025-07-29
DN-2023-0942,Product Manager,Y,96475,"Berlin, Germany",Y,9,4,2025-07-30
DN-2023-0943,Graphic Designer,Y,67202,"Barcelona, Spain",N,8,3,2025-07-31
DN-2023-0944,Graphic Designer,N,66987,"Medellin, Colombia",Y,5,3,2025-08-01
DN-2023-0945,UX Designer,Y,110196,"Bangkok, Thailand",N,8,5,2025-08-02
DN-2023-0946,Data Analyst,N,88877,"Mexico City, Mexico",Y,5,3,2025-08-03
DN-2023-0947,UX Designer,N,33000,"Ho Chi Minh City, Vietnam",Y,5,6,2025-08-04
DN-2023-0948,DevOps Engineer,Y,88219,"Mexico City, Mexico",N,8,2,2025-08-05
DN-2023-0949,DevOps Engineer,Y,113648,"Medellin, Colombia",N,6,5,2025-08-06
DN-2023-0950,UX Designer,Y,55380,"Barcelona, Spain",N,8,3,2025-08-07
DN-2023-0951,Data Analyst,Y,54238,"Medellin, Colombia",N,6,4,2025-08-08
DN-2023-0952,UX Designer,Y,62560,"Bali, Indonesia",Y,7,3,2025-08-09
DN-2023-0953,Graphic Designer,Y,42099,"Bangkok, Thailand",N,6,1,2025-08-10
DN-2023-0954,SEO Specialist,Y,69708,"Barcelona, Spain",Y,5,5,2025-08-11
DN-2023-0955,Digital Marketer,Y,88367,"Bangkok, Thailand",N,3,6,2025-08-12
DN-2023-0956,Data Scientist,Y,131306,"Medellin, Colombia",Y,9,3,2025-08-13
DN-2023-0957,Digital Marketer,Y,31200,"Dubai, UAE",Y,6,3,2025-08-14
DN-2023-0958,Data Analyst,Y,71707,"Bangkok, Thailand",Y,3,6,2025-08-15
DN-2023-0959,Digital Marketer,N,94659,"Bali, Indonesia",Y,10,2,2025-08-16
DN-2023-0960,DevOps Engineer,Y,99856,"Tallinn, Estonia",Y,7,4,2025-08-17
DN-2023-0961,Content Creator,Y,93455,"Barcelona, Spain",Y,7,4,2025-08-18
DN-2023-0962,Data Scientist,N,52518,"Bali, Indonesia",Y,10,2,2025-08-19
DN-2023-0963,Product Manager,Y,35640,"Bali, Indonesia",Y,10,2,2025-08-20
DN-2023-0964,Data Analyst,Y,120032,"Ho Chi Minh City, Vietnam",Y,10,1,2025-08-21
DN-2023-0965,Data Scientist,Y,112942,"Dubai, UAE",Y,4,6,2025-08-22
DN-2023-0966,Digital Marketer,Y,67887,"Lisbon, Portugal",Y,10,5,2025-08-23
DN-2023-0967,DevOps Engineer,Y,99117,"Dubai, UAE",Y,5,4,2025-08-24
DN-2023-0968,Software Developer,Y,76378,"Berlin, Germany",N,6,2,2025-08-25
DN-2023-0969,SEO Specialist,Y,61281,"Ho Chi Minh City, Vietnam",N,8,2,2025-08-26
DN-2023-0970,Product Manager,Y,98409,"Medellin, Colombia",Y,9,6,2025-08-27
DN-2023-0971,SEO Specialist,N,87096,"Medellin, Colombia",N,10,5,2025-08-28
DN-2023-0972,Data Scientist,N,144373,"Mexico City, Mexico",N,7,2,2025-08-29
DN-2023-0973,DevOps Engineer,Y,117932,"Lisbon, Portugal",Y,4,1,2025-08-30
DN-2023-0974,DevOps Engineer,N,137744,"Berlin, Germany",N,8,5,2025-08-31
DN-2023-0975,Digital Marketer,Y,52597,"Bangkok, Thailand",Y,7,1,2025-09-01
DN-2023-0976,Graphic Designer,Y,57860,"Dubai, UAE",Y,6,3,2025-09-02
DN-2023-0977,Digital Marketer,N,93329,"Barcelona, Spain",Y,10,4,2025-09-03
DN-2023-0978,Graphic Designer,Y,32930,"Bali, Indonesia",Y,7,2,2025-09-04
DN-2023-0979,Graphic Designer,Y,74619,"Bangkok, Thailand",N,5,5,2025-09-05
DN-2023-0980,Product Manager,Y,110299,"Mexico City, Mexico",Y,4,1,2025-09-06
DN-2023-0981,Digital Marketer,Y,71930,"Dubai, UAE",Y,4,4,2025-09-07
DN-2023-0982,Software Developer,N,83967,"Barcelona, Spain",Y,5,4,2025-09-08
DN-2023-0983,UX Designer,N,105077,"Mexico City, Mexico",N,10,2,2025-09-09
DN-2023-0984,UX Designer,N,64091,"Bali, Indonesia",N,10,4,2025-09-10
DN-2023-0985,Digital Marketer,N,105884,"Ho Chi Minh City, Vietnam",N,8,2,2025-09-11
DN-2023-0986,Digital Marketer,Y,74210,"Lisbon, Portugal",Y,5,3,2025-09-12
DN-2023-0987,SEO Specialist,Y,94169,"Ho Chi Minh City, Vietnam",Y,10,2,2025-09-13
DN-2023-0988,Product Manager,Y,97102,"Barcelona, Spain",Y,3,6,2025-09-14
DN-2023-0989,Digital Marketer,Y,123417,"Ho Chi Minh City, Vietnam",Y,10,1,2025-09-15
DN-2023-0990,SEO Specialist,Y,61630,"Barcelona, Spain",Y,5,6,2025-09-16
DN-2023-0991,Graphic Designer,N,60310,"Berlin, Germany",Y,10,4,2025-09-17
DN-2023-0992,DevOps Engineer,Y,59254,"Berlin, Germany",Y,8,4,2025-09-18
DN-2023-0993,DevOps Engineer,Y,62710,"Tallinn, Estonia",N,9,4,2025-09-19
DN-2023-0994,Graphic Designer,Y,67869,"Tallinn, Estonia",N,7,2,2025-09-20
DN-2023-0995,Data Analyst,Y,110883,"Ho Chi Minh City, Vietnam",Y,9,5,2025-09-21
DN-2023-0996,SEO Specialist,N,106183,"Medellin, Colombia",Y,6,2,2025-09-22
DN-2023-0997,SEO Specialist,Y,79093,"Ho Chi Minh City, Vietnam",Y,9,1,2025-09-23
DN-2023-0998,Graphic Designer,Y,44732,"Ho Chi Minh City, Vietnam",N,10,2,2025-09-24
DN-2023-0999,Software Developer,N,97968,"Medellin, Colombia",N,8,4,2025-09-25
DN-2023-1000,Content Creator,Y,43940,"Lisbon, Portugal",N,4,3,2025-09-26
DN-2023-1001,Data Scientist,Y,62989,"Dubai, UAE",Y,4,1,2025-09-27
DN-2023-1002,Graphic Designer,Y,53158,"Medellin, Colombia",N,5,6,2025-09-28
DN-2023-1003,Digital Marketer,N,43253,"Barcelona, Spain",Y,9,3,2025-09-29
DN-2023-1004,Digital Marketer,Y,47135,"Dubai, UAE",N,8,1,2025-09-30
DN-2023-1005,Product Manager,N,141264,"Bali, Indonesia",N,7,1,2025-10-01
DN-2023-1006,Graphic Designer,N,38931,"Lisbon, Portugal",N,10,4,2025-10-02
DN-2023-1007,Product Manager,Y,66810,"Bali, Indonesia",Y,8,6,2025-10-03
DN-2023-1008,Graphic Designer,N,65149,"Tallinn, Estonia",N,9,2,2025-10-04
DN-2023-1009,SEO Specialist,N,90726,"Bangkok, Thailand",Y,6,6,2025-10-05
DN-2023-1010,Data Scientist,N,99406,"Berlin, Germany",Y,5,4,2025-10-06
DN-2023-1011,SEO Specialist,N,43926,"Bali, Indonesia",Y,10,4,2025-10-07
DN-2023-1012,Content Creator,Y,76800,"Mexico City, Mexico",Y,6,4,2025-10-08
DN-2023-1013,DevOps Engineer,Y,84513,"Ho Chi Minh City, Vietnam",Y,10,3,2025-10-09
DN-2023-1014,UX Designer,Y,103365,"Barcelona, Spain",Y,7,6,2025-10-10
DN-2023-1015,Graphic Designer,Y,53146,"Bali, Indonesia",Y,5,6,2025-10-11
DN-2023-1016,Content Creator,Y,78923,"Bali, Indonesia",Y,7,1,2025-10-12
DN-2023-1017,DevOps Engineer,N,139817,"Bangkok, Thailand",Y,8,5,2025-10-13
DN-2023-1018,Data Analyst,N,77727,"Tallinn, Estonia",Y,4,2,2025-10-14
DN-2023-1019,Data Scientist,Y,115959,"Ho Chi Minh City, Vietnam",Y,4,4,2025-10-15
DN-2023-1020,Product Manager,N,70526,"Ho Chi Minh City, Vietnam",Y,9,6,2025-10-16
DN-2023-1021,Product Manager,N,112561,"Bangkok, Thailand",Y,7,6,2025-10-17
DN-2023-1022,SEO Specialist,Y,94000,"Medellin, Colombia",N,6,1,2025-10-18
DN-2023-1023,Digital Marketer,Y,89466,"Bangkok, Thailand",Y,6,2,2025-10-19
DN-2023-1024,DevOps Engineer,Y,138374,"Mexico City, Mexico",N,4,5,2025-10-20
DN-2023-1025,Data Analyst,N,100636,"Dubai, UAE",Y,4,5,2025-10-21
DN-2023-1026,Content Creator,Y,52340,"Mexico City, Mexico",N,7,4,2025-10-22
DN-2023-1027,Data Scientist,Y,162539,"Bangkok, Thailand",Y,8,5,2025-10-23
DN-2023-1028,DevOps Engineer,Y,133857,"Berlin, Germany",Y,6,5,2025-10-24
DN-2023-1029,Data Analyst,N,52736,"Medellin, Colombia",Y,7,2,2025-10-25
DN-2023-1030,UX Designer,N,70748,"Berlin, Germany",Y,6,2,2025-10-26
DN-2023-1031,Graphic Designer,N,47389,"Mexico City, Mexico",N,4,4,2025-10-27
DN-2023-1032,Product Manager,N,122645,"Ho Chi Minh City, Vietnam",Y,7,6,2025-10-28
DN-2023-1033,Content Creator,N,80452,"Mexico City, Mexico",Y,5,1,2025-10-29
DN-2023-1034,Product Manager,N,109523,"Lisbon, Portugal",N,8,4,2025-10-30
DN-2023-1035,Content Creator,N,41714,"Tallinn, Estonia",Y,9,3,2025-10-31
DN-2023-1036,SEO Specialist,N,73962,"Barcelona, Spain",Y,5,5,2025-11-01
DN-2023-1037,Digital Marketer,Y,76244,"Lisbon, Portugal",Y,10,1,2025-11-02
